CustomerId;First Name;Last Name;ShipMode;Segment;City;Country;totalQuantityOfOrders
SN-20710;Steve;Nguyen;Standard Class;Home Office;Houston;United States;
SN-20710;Steve;Nguyen;Standard Class;Home Office;Houston;United States;
LC-16930;Linda;Cazamias;Standard Class;Corporate;Naperville;United States;
RA-19885;Ruben;Ausman;Standard Class;Corporate;Los Angeles;United States;
ES-14080;Erin;Smith;Standard Class;Corporate;Melbourne;United States;
ON-18715;Odella;Nelson;First Class;Corporate;Eagan;United States;
ON-18715;Odella;Nelson;First Class;Corporate;Eagan;United States;
PO-18865;Patrick;O'Donnell;Second Class;Consumer;Westland;United States;
LH-16900;Lena;Hernandez;Standard Class;Consumer;Dover;United States;
LH-16900;Lena;Hernandez;Standard Class;Consumer;Dover;United States;
DP-13000;Darren;Powers;Standard Class;Consumer;New Albany;United States;
DP-13000;Darren;Powers;Standard Class;Consumer;New Albany;United States;
DP-13000;Darren;Powers;Standard Class;Consumer;New Albany;United States;
DP-13000;Darren;Powers;Standard Class;Consumer;New Albany;United States;
JM-15265;Janet;Molinari;Standard Class;Corporate;New York City;United States;
JM-15265;Janet;Molinari;Standard Class;Corporate;New York City;United States;
TB-21055;Ted;Butterfield;First Class;Consumer;Troy;United States;
TB-21055;Ted;Butterfield;First Class;Consumer;Troy;United States;
TB-21055;Ted;Butterfield;First Class;Consumer;Troy;United States;
TB-21055;Ted;Butterfield;First Class;Consumer;Troy;United States;
TB-21055;Ted;Butterfield;First Class;Consumer;Troy;United States;
TB-21055;Ted;Butterfield;First Class;Consumer;Troy;United States;
TB-21055;Ted;Butterfield;First Class;Consumer;Troy;United States;
KM-16720;Kunst;Miller;Standard Class;Consumer;Los Angeles;United States;
KM-16720;Kunst;Miller;Standard Class;Consumer;Los Angeles;United States;
KM-16720;Kunst;Miller;Standard Class;Consumer;Los Angeles;United States;
KM-16720;Kunst;Miller;Standard Class;Consumer;Los Angeles;United States;
PS-18970;Paul;Stevenson;Standard Class;Home Office;Chicago;United States;
BS-11590;Brendan;Sweed;Standard Class;Corporate;Gilbert;United States;
BS-11590;Brendan;Sweed;Standard Class;Corporate;Gilbert;United States;
KD-16270;Karen;Daniels;First Class;Consumer;Springfield;United States;
HM-14980;Henry;MacAllister;Standard Class;Consumer;New York City;United States;
TB-21520;Tracy;Blumstein;Second Class;Consumer;Jackson;United States;
JE-15745;Joel;Eaton;Standard Class;Consumer;Memphis;United States;
JE-15745;Joel;Eaton;Standard Class;Consumer;Memphis;United States;
JE-15745;Joel;Eaton;Standard Class;Consumer;Memphis;United States;
KB-16600;Ken;Brennan;First Class;Corporate;Houston;United States;
KB-16600;Ken;Brennan;First Class;Corporate;Houston;United States;
KB-16600;Ken;Brennan;First Class;Corporate;Houston;United States;
JE-15745;Joel;Eaton;Second Class;Consumer;Houston;United States;
SC-20770;Stewart;Carmichael;First Class;Corporate;Decatur;United States;
SC-20770;Stewart;Carmichael;First Class;Corporate;Decatur;United States;
DN-13690;Duane;Noonan;Standard Class;Consumer;San Francisco;United States;
DN-13690;Duane;Noonan;Standard Class;Consumer;San Francisco;United States;
JC-16105;Julie;Creighton;Standard Class;Corporate;Durham;United States;
CS-12400;Christopher;Schild;First Class;Home Office;Chicago;United States;
PO-18865;Patrick;O'Donnell;Second Class;Consumer;Columbia;United States;
PG-18895;Paul;Gonzalez;Standard Class;Consumer;Rochester;United States;
PG-18895;Paul;Gonzalez;Standard Class;Consumer;Rochester;United States;
GM-14455;Gary;Mitchum;Second Class;Home Office;Houston;United States;
JS-15685;Jim;Sink;Standard Class;Corporate;Los Angeles;United States;
JS-15685;Jim;Sink;Standard Class;Corporate;Los Angeles;United States;
JS-15685;Jim;Sink;Standard Class;Corporate;Los Angeles;United States;
KB-16315;Karl;Braun;Second Class;Consumer;Minneapolis;United States;
KB-16315;Karl;Braun;Second Class;Consumer;Minneapolis;United States;
KB-16315;Karl;Braun;Second Class;Consumer;Minneapolis;United States;
RB-19705;Roger;Barcio;Standard Class;Home Office;Portland;United States;
PN-18775;Parhena;Norris;Second Class;Home Office;New York City;United States;
KD-16345;Katherine;Ducich;First Class;Consumer;San Francisco;United States;
ER-13855;Elpida;Rittenbach;Standard Class;Corporate;Saint Paul;United States;
RB-19465;Rick;Bensley;Standard Class;Home Office;Chicago;United States;
RB-19465;Rick;Bensley;Standard Class;Home Office;Chicago;United States;
RB-19465;Rick;Bensley;Standard Class;Home Office;Chicago;United States;
GZ-14470;Gary;Zandusky;Second Class;Consumer;Rochester;United States;
LC-16870;Lena;Cacioppo;Standard Class;Consumer;Aurora;United States;
LC-16870;Lena;Cacioppo;Standard Class;Consumer;Aurora;United States;
LC-16870;Lena;Cacioppo;Standard Class;Consumer;Aurora;United States;
JM-15250;Janet;Martin;Standard Class;Consumer;Charlotte;United States;
JM-15250;Janet;Martin;Standard Class;Consumer;Charlotte;United States;
JM-15250;Janet;Martin;Standard Class;Consumer;Charlotte;United States;
PA-19060;Pete;Armstrong;Standard Class;Home Office;Orland Park;United States;
CV-12805;Cynthia;Voltz;Standard Class;Corporate;New York City;United States;
CL-12565;Clay;Ludtke;Standard Class;Consumer;Urbandale;United States;
CL-12565;Clay;Ludtke;Standard Class;Consumer;Urbandale;United States;
RC-19960;Ryan;Crowe;Second Class;Consumer;Columbus;United States;
RC-19960;Ryan;Crowe;Second Class;Consumer;Columbus;United States;
RC-19960;Ryan;Crowe;Second Class;Consumer;Columbus;United States;
RC-19960;Ryan;Crowe;Second Class;Consumer;Columbus;United States;
DK-13090;Dave;Kipp;Standard Class;Consumer;Seattle;United States;
GG-14650;Greg;Guthrie;Standard Class;Corporate;Bristol;United States;
SC-20725;Steven;Cartwright;First Class;Consumer;Wilmington;United States;
SC-20725;Steven;Cartwright;First Class;Consumer;Wilmington;United States;
SC-20725;Steven;Cartwright;First Class;Consumer;Wilmington;United States;
SC-20725;Steven;Cartwright;First Class;Consumer;Wilmington;United States;
SC-20725;Steven;Cartwright;First Class;Consumer;Wilmington;United States;
AD-10180;Alan;Dominguez;Second Class;Home Office;Houston;United States;
PF-19165;Philip;Fox;Standard Class;Consumer;Bloomington;United States;
TS-21610;Troy;Staebel;Standard Class;Consumer;Phoenix;United States;
TS-21610;Troy;Staebel;Standard Class;Consumer;Phoenix;United States;
LS-16975;Lindsay;Shagiari;Second Class;Home Office;Los Angeles;United States;
LS-16975;Lindsay;Shagiari;Second Class;Home Office;Los Angeles;United States;
DW-13585;Dorothy;Wardle;First Class;Corporate;Columbus;United States;
DW-13585;Dorothy;Wardle;First Class;Corporate;Columbus;United States;
DW-13585;Dorothy;Wardle;First Class;Corporate;Columbus;United States;
LC-16885;Lena;Creighton;Standard Class;Consumer;Roseville;United States;
LC-16885;Lena;Creighton;Standard Class;Consumer;Roseville;United States;
LC-16885;Lena;Creighton;Standard Class;Consumer;Roseville;United States;
LC-16885;Lena;Creighton;Standard Class;Consumer;Roseville;United States;
LC-16885;Lena;Creighton;Standard Class;Consumer;Roseville;United States;
LC-16885;Lena;Creighton;Standard Class;Consumer;Roseville;United States;
LC-16885;Lena;Creighton;Standard Class;Consumer;Roseville;United States;
JD-15895;Jonathan;Doherty;Second Class;Corporate;Philadelphia;United States;
SH-19975;Sally;Hughsby;Standard Class;Corporate;San Francisco;United States;
SH-19975;Sally;Hughsby;Standard Class;Corporate;San Francisco;United States;
SH-19975;Sally;Hughsby;Standard Class;Corporate;San Francisco;United States;
SG-20080;Sandra;Glassco;Standard Class;Consumer;Independence;United States;
HA-14920;Helen;Andreada;Standard Class;Consumer;Pasadena;United States;
MG-17680;Maureen;Gastineau;Standard Class;Home Office;Newark;United States;
JE-16165;Justin;Ellison;Standard Class;Corporate;Franklin;United States;
JE-16165;Justin;Ellison;Standard Class;Corporate;Franklin;United States;
JE-16165;Justin;Ellison;Standard Class;Corporate;Franklin;United States;
JE-16165;Justin;Ellison;Standard Class;Corporate;Franklin;United States;
TW-21025;Tamara;Willingham;First Class;Home Office;Scottsdale;United States;
TW-21025;Tamara;Willingham;First Class;Home Office;Scottsdale;United States;
SP-20650;Stephanie;Phelps;First Class;Corporate;San Jose;United States;
SP-20650;Stephanie;Phelps;First Class;Corporate;San Jose;United States;
SP-20650;Stephanie;Phelps;First Class;Corporate;San Jose;United States;
NK-18490;Neil;Knudson;Standard Class;Home Office;Seattle;United States;
DB-13060;Dave;Brooks;Second Class;Consumer;Seattle;United States;
NP-18670;Nora;Paige;Standard Class;Consumer;Edmond;United States;
NP-18670;Nora;Paige;Standard Class;Consumer;Edmond;United States;
TT-21070;Ted;Trevino;First Class;Consumer;Los Angeles;United States;
EM-13960;Eric;Murdock;Second Class;Consumer;Philadelphia;United States;
RD-19900;Ruben;Dartt;Standard Class;Consumer;Carlsbad;United States;
MJ-17740;Max;Jones;Standard Class;Consumer;Seattle;United States;
BM-11140;Becky;Martin;Standard Class;Consumer;San Antonio;United States;
BM-11140;Becky;Martin;Standard Class;Consumer;San Antonio;United States;
BM-11140;Becky;Martin;Standard Class;Consumer;San Antonio;United States;
BM-11140;Becky;Martin;Standard Class;Consumer;San Antonio;United States;
BM-11140;Becky;Martin;Standard Class;Consumer;San Antonio;United States;
BM-11140;Becky;Martin;Standard Class;Consumer;San Antonio;United States;
BM-11140;Becky;Martin;Standard Class;Consumer;San Antonio;United States;
CS-12130;Chad;Sievert;Standard Class;Consumer;Los Angeles;United States;
CS-12130;Chad;Sievert;Standard Class;Consumer;Los Angeles;United States;
CS-12130;Chad;Sievert;Standard Class;Consumer;Los Angeles;United States;
JB-15400;Jennifer;Braxton;Standard Class;Corporate;Chicago;United States;
JB-15400;Jennifer;Braxton;Standard Class;Corporate;Chicago;United States;
SJ-20500;Shirley;Jackson;Second Class;Consumer;Houston;United States;
JE-15745;Joel;Eaton;Second Class;Consumer;Newark;United States;
JE-15745;Joel;Eaton;Second Class;Consumer;Newark;United States;
JK-15640;Jim;Kriz;Standard Class;Home Office;New York City;United States;
DK-13150;David;Kendrick;Second Class;Corporate;Decatur;United States;
DK-13150;David;Kendrick;Second Class;Corporate;Decatur;United States;
RM-19675;Robert;Marley;Second Class;Home Office;Monroe;United States;
RM-19675;Robert;Marley;Second Class;Home Office;Monroe;United States;
RM-19675;Robert;Marley;Second Class;Home Office;Monroe;United States;
SK-19990;Sally;Knutson;Standard Class;Consumer;Fairfield;United States;
FM-14290;Frank;Merwin;Standard Class;Home Office;Los Angeles;United States;
AM-10360;Alice;McCarthy;Standard Class;Corporate;Grand Prairie;United States;
AM-10360;Alice;McCarthy;Standard Class;Corporate;Grand Prairie;United States;
MP-17470;Mark;Packer;First Class;Home Office;New York City;United States;
MP-17470;Mark;Packer;First Class;Home Office;New York City;United States;
MP-17470;Mark;Packer;First Class;Home Office;New York City;United States;
MP-17470;Mark;Packer;First Class;Home Office;New York City;United States;
MP-17470;Mark;Packer;First Class;Home Office;New York City;United States;
MZ-17515;Mary;Zewe;Standard Class;Corporate;Redlands;United States;
CB-12025;Cassandra;Brandow;Standard Class;Consumer;Hamilton;United States;
CB-12025;Cassandra;Brandow;Standard Class;Consumer;Hamilton;United States;
VM-21685;Valerie;Mitchum;Standard Class;Home Office;Westfield;United States;
FH-14365;Fred;Hopkins;Standard Class;Corporate;Philadelphia;United States;
FH-14365;Fred;Hopkins;Standard Class;Corporate;Philadelphia;United States;
MB-17305;Maria;Bertelson;Standard Class;Consumer;Akron;United States;
BS-11755;Bruce;Stewart;First Class;Consumer;Denver;United States;
BS-11755;Bruce;Stewart;First Class;Consumer;Denver;United States;
LC-17140;Logan;Currie;Second Class;Consumer;Dallas;United States;
HK-14890;Heather;Kirkland;Standard Class;Corporate;Franklin;United States;
LE-16810;Laurel;Elliston;Standard Class;Consumer;Whittier;United States;
JH-15985;Joseph;Holt;Standard Class;Consumer;Saginaw;United States;
JH-15985;Joseph;Holt;Standard Class;Consumer;Saginaw;United States;
JH-15985;Joseph;Holt;Standard Class;Consumer;Saginaw;United States;
JH-15985;Joseph;Holt;Standard Class;Consumer;Saginaw;United States;
JH-15985;Joseph;Holt;Standard Class;Consumer;Saginaw;United States;
MS-17980;Michael;Stewart;Second Class;Corporate;Dallas;United States;
VW-21775;Victoria;Wilson;Standard Class;Corporate;Medina;United States;
VW-21775;Victoria;Wilson;Standard Class;Corporate;Medina;United States;
VW-21775;Victoria;Wilson;Standard Class;Corporate;Medina;United States;
VW-21775;Victoria;Wilson;Standard Class;Corporate;Medina;United States;
VW-21775;Victoria;Wilson;Standard Class;Corporate;Medina;United States;
JH-15910;Jonathan;Howell;Standard Class;Consumer;Los Angeles;United States;
JH-15910;Jonathan;Howell;Standard Class;Consumer;Los Angeles;United States;
JB-15925;Joni;Blumstein;First Class;Consumer;Dublin;United States;
JB-15925;Joni;Blumstein;First Class;Consumer;Dublin;United States;
JB-15925;Joni;Blumstein;First Class;Consumer;Dublin;United States;
JB-15925;Joni;Blumstein;First Class;Consumer;Dublin;United States;
JB-15925;Joni;Blumstein;First Class;Consumer;Dublin;United States;
JB-15925;Joni;Blumstein;First Class;Consumer;Dublin;United States;
DS-13180;David;Smith;Standard Class;Corporate;Detroit;United States;
DS-13180;David;Smith;Standard Class;Corporate;Detroit;United States;
DS-13180;David;Smith;Standard Class;Corporate;Detroit;United States;
VD-21670;Valerie;Dominguez;Standard Class;Consumer;Columbia;United States;
VD-21670;Valerie;Dominguez;Standard Class;Consumer;Columbia;United States;
EA-14035;Erin;Ashbrook;Standard Class;Corporate;Charlotte;United States;
CS-12400;Christopher;Schild;Standard Class;Home Office;Tampa;United States;
CS-12400;Christopher;Schild;Standard Class;Home Office;Tampa;United States;
CS-12400;Christopher;Schild;Standard Class;Home Office;Tampa;United States;
CS-12400;Christopher;Schild;Standard Class;Home Office;Tampa;United States;
CS-12400;Christopher;Schild;Standard Class;Home Office;Tampa;United States;
DB-13120;David;Bremer;Standard Class;Corporate;Santa Clara;United States;
KL-16645;Ken;Lonsdale;Second Class;Consumer;Chicago;United States;
KL-16645;Ken;Lonsdale;Second Class;Consumer;Chicago;United States;
KL-16645;Ken;Lonsdale;Second Class;Consumer;Chicago;United States;
KL-16645;Ken;Lonsdale;Second Class;Consumer;Chicago;United States;
KL-16645;Ken;Lonsdale;Second Class;Consumer;Chicago;United States;
KL-16645;Ken;Lonsdale;Second Class;Consumer;Chicago;United States;
KL-16645;Ken;Lonsdale;Second Class;Consumer;Chicago;United States;
DW-13480;Dianna;Wilson;Second Class;Home Office;Lakeville;United States;
DW-13480;Dianna;Wilson;Second Class;Home Office;Lakeville;United States;
DW-13480;Dianna;Wilson;Second Class;Home Office;Lakeville;United States;
DW-13480;Dianna;Wilson;Second Class;Home Office;Lakeville;United States;
DW-13480;Dianna;Wilson;Second Class;Home Office;Lakeville;United States;
LH-17155;Logan;Haushalter;Second Class;Consumer;San Francisco;United States;
KC-16540;Kelly;Collister;Standard Class;Consumer;San Diego;United States;
KC-16540;Kelly;Collister;Standard Class;Consumer;San Diego;United States;
DL-13315;Delfina;Latchford;First Class;Consumer;New York City;United States;
DL-13315;Delfina;Latchford;First Class;Consumer;New York City;United States;
DR-12880;Dan;Reichenbach;Standard Class;Corporate;Chicago;United States;
DR-12880;Dan;Reichenbach;Standard Class;Corporate;Chicago;United States;
DR-12880;Dan;Reichenbach;Standard Class;Corporate;Chicago;United States;
DR-12880;Dan;Reichenbach;Standard Class;Corporate;Chicago;United States;
CC-12670;Craig;Carreira;Second Class;Consumer;New York City;United States;
CC-12670;Craig;Carreira;Second Class;Consumer;New York City;United States;
CC-12670;Craig;Carreira;Second Class;Consumer;New York City;United States;
Dl-13600;Dorris;liebe;Standard Class;Corporate;Pasadena;United States;
SB-20290;Sean;Braxton;Second Class;Corporate;Houston;United States;
SB-20290;Sean;Braxton;Second Class;Corporate;Houston;United States;
RC-19825;Roy;Collins;Standard Class;Consumer;Chicago;United States;
AH-10210;Alan;Hwang;Standard Class;Consumer;Brentwood;United States;
CB-12535;Claudia;Bergmann;Standard Class;Corporate;Chapel Hill;United States;
PG-18895;Paul;Gonzalez;Standard Class;Consumer;Morristown;United States;
CA-12310;Christine;Abelman;Standard Class;Corporate;Cincinnati;United States;
CA-12310;Christine;Abelman;Standard Class;Corporate;Cincinnati;United States;
KH-16690;Kristen;Hastings;Second Class;Corporate;San Francisco;United States;
HA-14920;Helen;Andreada;First Class;Consumer;San Francisco;United States;
HA-14920;Helen;Andreada;First Class;Consumer;San Francisco;United States;
HA-14920;Helen;Andreada;First Class;Consumer;San Francisco;United States;
BB-10990;Barry;Blumstein;First Class;Corporate;Inglewood;United States;
BB-10990;Barry;Blumstein;First Class;Corporate;Inglewood;United States;
AG-10495;Andrew;Gjertsen;Standard Class;Corporate;Philadelphia;United States;
AG-10495;Andrew;Gjertsen;Standard Class;Corporate;Philadelphia;United States;
AG-10495;Andrew;Gjertsen;Standard Class;Corporate;Philadelphia;United States;
AG-10495;Andrew;Gjertsen;Standard Class;Corporate;Philadelphia;United States;
SC-20725;Steven;Cartwright;Second Class;Consumer;Houston;United States;
SC-20725;Steven;Cartwright;Second Class;Consumer;Houston;United States;
JO-15280;Jas;O'Carroll;Standard Class;Consumer;Los Angeles;United States;
TB-21520;Tracy;Blumstein;Standard Class;Consumer;Portland;United States;
TB-21520;Tracy;Blumstein;Standard Class;Consumer;Portland;United States;
TB-21520;Tracy;Blumstein;Standard Class;Consumer;Portland;United States;
AH-10195;Alan;Haines;Second Class;Corporate;Tamarac;United States;
AH-10195;Alan;Haines;Second Class;Corporate;Tamarac;United States;
AH-10195;Alan;Haines;Second Class;Corporate;Tamarac;United States;
NZ-18565;Nick;Zandusky;Second Class;Home Office;Columbus;United States;
NZ-18565;Nick;Zandusky;Second Class;Home Office;Columbus;United States;
NZ-18565;Nick;Zandusky;Second Class;Home Office;Columbus;United States;
NZ-18565;Nick;Zandusky;Second Class;Home Office;Columbus;United States;
KL-16555;Kelly;Lampkin;First Class;Corporate;Colorado Springs;United States;
KL-16555;Kelly;Lampkin;First Class;Corporate;Colorado Springs;United States;
KL-16555;Kelly;Lampkin;First Class;Corporate;Colorado Springs;United States;
KL-16555;Kelly;Lampkin;First Class;Corporate;Colorado Springs;United States;
KL-16555;Kelly;Lampkin;First Class;Corporate;Colorado Springs;United States;
JD-15895;Jonathan;Doherty;Standard Class;Corporate;Belleville;United States;
JD-15895;Jonathan;Doherty;Standard Class;Corporate;Belleville;United States;
JD-15895;Jonathan;Doherty;Standard Class;Corporate;Belleville;United States;
JD-15895;Jonathan;Doherty;Standard Class;Corporate;Belleville;United States;
JD-15895;Jonathan;Doherty;Standard Class;Corporate;Belleville;United States;
JH-15910;Jonathan;Howell;Standard Class;Consumer;Chicago;United States;
AS-10225;Alan;Schoenberger;Second Class;Corporate;New York City;United States;
KB-16600;Ken;Brennan;Standard Class;Corporate;Taylor;United States;
CR-12625;Corey;Roper;Standard Class;Home Office;Lakewood;United States;
CR-12625;Corey;Roper;Standard Class;Home Office;Lakewood;United States;
SH-20395;Shahid;Hopkins;First Class;Consumer;Arlington;United States;
BP-11185;Ben;Peterman;Second Class;Corporate;Arvada;United States;
BP-11185;Ben;Peterman;Second Class;Corporate;Arvada;United States;
BP-11185;Ben;Peterman;Second Class;Corporate;Arvada;United States;
BP-11185;Ben;Peterman;Second Class;Corporate;Arvada;United States;
TS-21205;Thomas;Seio;Standard Class;Corporate;Hackensack;United States;
AG-10525;Andy;Gerbode;Standard Class;Corporate;Saint Petersburg;United States;
AG-10525;Andy;Gerbode;Standard Class;Corporate;Saint Petersburg;United States;
SP-20860;Sung;Pak;First Class;Corporate;Philadelphia;United States;
NM-18445;Nathan;Mautz;Standard Class;Home Office;New York City;United States;
NM-18445;Nathan;Mautz;Standard Class;Home Office;New York City;United States;
NM-18445;Nathan;Mautz;Standard Class;Home Office;New York City;United States;
NM-18445;Nathan;Mautz;Standard Class;Home Office;New York City;United States;
NM-18445;Nathan;Mautz;Standard Class;Home Office;New York City;United States;
FA-14230;Frank;Atkinson;Standard Class;Corporate;Long Beach;United States;
GK-14620;Grace;Kelly;Standard Class;Corporate;Hesperia;United States;
GK-14620;Grace;Kelly;Standard Class;Corporate;Hesperia;United States;
DJ-13510;Don;Jones;Second Class;Corporate;Murfreesboro;United States;
PO-18850;Patrick;O'Brill;First Class;Consumer;Philadelphia;United States;
PO-18850;Patrick;O'Brill;First Class;Consumer;Philadelphia;United States;
PO-18850;Patrick;O'Brill;First Class;Consumer;Philadelphia;United States;
PO-18850;Patrick;O'Brill;First Class;Consumer;Philadelphia;United States;
PO-18850;Patrick;O'Brill;First Class;Consumer;Philadelphia;United States;
JL-15850;John;Lucas;Second Class;Consumer;Philadelphia;United States;
JL-15850;John;Lucas;Second Class;Consumer;Philadelphia;United States;
JL-15850;John;Lucas;Second Class;Consumer;Philadelphia;United States;
DB-13615;Doug;Bickford;Second Class;Consumer;Los Angeles;United States;
DB-13615;Doug;Bickford;Second Class;Consumer;Los Angeles;United States;
DB-13615;Doug;Bickford;Second Class;Consumer;Los Angeles;United States;
AC-10420;Alyssa;Crouse;Standard Class;Corporate;San Francisco;United States;
AC-10420;Alyssa;Crouse;Standard Class;Corporate;San Francisco;United States;
KL-16645;Ken;Lonsdale;Second Class;Consumer;Layton;United States;
JD-15895;Jonathan;Doherty;Second Class;Corporate;Philadelphia;United States;
JD-15895;Jonathan;Doherty;Second Class;Corporate;Philadelphia;United States;
JD-15895;Jonathan;Doherty;Second Class;Corporate;Philadelphia;United States;
JD-15895;Jonathan;Doherty;Second Class;Corporate;Philadelphia;United States;
CS-12130;Chad;Sievert;Standard Class;Consumer;Austin;United States;
CC-12550;Clay;Cheatham;Standard Class;Consumer;San Francisco;United States;
TD-20995;Tamara;Dahlen;Standard Class;Consumer;Lowell;United States;
TD-20995;Tamara;Dahlen;Standard Class;Consumer;Lowell;United States;
TD-20995;Tamara;Dahlen;Standard Class;Consumer;Lowell;United States;
AB-10060;Adam;Bellavance;First Class;Home Office;New York City;United States;
AB-10060;Adam;Bellavance;First Class;Home Office;New York City;United States;
AB-10060;Adam;Bellavance;First Class;Home Office;New York City;United States;
AB-10060;Adam;Bellavance;First Class;Home Office;New York City;United States;
AB-10060;Adam;Bellavance;First Class;Home Office;New York City;United States;
JL-15505;Jeremy;Lonsdale;Standard Class;Consumer;New York City;United States;
JL-15505;Jeremy;Lonsdale;Standard Class;Consumer;New York City;United States;
JL-15505;Jeremy;Lonsdale;Standard Class;Consumer;New York City;United States;
JL-15505;Jeremy;Lonsdale;Standard Class;Consumer;New York City;United States;
HK-14890;Heather;Kirkland;Standard Class;Corporate;Charlotte;United States;
VB-21745;Victoria;Brennan;First Class;Corporate;Columbus;United States;
VB-21745;Victoria;Brennan;First Class;Corporate;Columbus;United States;
KW-16435;Katrina;Willman;Standard Class;Consumer;New York City;United States;
KW-16435;Katrina;Willman;Standard Class;Consumer;New York City;United States;
KW-16435;Katrina;Willman;Standard Class;Consumer;New York City;United States;
KW-16435;Katrina;Willman;Standard Class;Consumer;New York City;United States;
JD-16060;Julia;Dunbar;Standard Class;Consumer;San Francisco;United States;
MK-17905;Michael;Kennedy;Same Day;Corporate;Manchester;United States;
MK-17905;Michael;Kennedy;Same Day;Corporate;Manchester;United States;
MK-17905;Michael;Kennedy;Same Day;Corporate;Manchester;United States;
MK-17905;Michael;Kennedy;Same Day;Corporate;Manchester;United States;
GT-14755;Guy;Thornton;Standard Class;Consumer;Harlingen;United States;
GT-14755;Guy;Thornton;Standard Class;Consumer;Harlingen;United States;
AG-10900;Arthur;Gainer;Standard Class;Consumer;Tucson;United States;
AG-10900;Arthur;Gainer;Standard Class;Consumer;Tucson;United States;
AG-10900;Arthur;Gainer;Standard Class;Consumer;Tucson;United States;
AG-10900;Arthur;Gainer;Standard Class;Consumer;Tucson;United States;
MM-18280;Muhammed;MacIntyre;First Class;Corporate;Quincy;United States;
AR-10405;Allen;Rosenblatt;Standard Class;Corporate;Franklin;United States;
RA-19915;Russell;Applegate;Standard Class;Consumer;Houston;United States;
RA-19915;Russell;Applegate;Standard Class;Consumer;Houston;United States;
RA-19915;Russell;Applegate;Standard Class;Consumer;Houston;United States;
AS-10285;Alejandro;Savely;First Class;Corporate;San Francisco;United States;
AS-10285;Alejandro;Savely;First Class;Corporate;San Francisco;United States;
LA-16780;Laura;Armstrong;Second Class;Corporate;Taylor;United States;
DO-13435;Denny;Ordway;Standard Class;Consumer;Pembroke Pines;United States;
DO-13435;Denny;Ordway;Standard Class;Consumer;Pembroke Pines;United States;
DK-13225;Dean;Katz;Standard Class;Corporate;Philadelphia;United States;
DK-13225;Dean;Katz;Standard Class;Corporate;Philadelphia;United States;
NG-18430;Nathan;Gelder;First Class;Consumer;Cincinnati;United States;
MV-18190;Mike;Vittorini;Standard Class;Consumer;New York City;United States;
