CustomerId;CustomerName;FirstName;LastName;ShipMode;Segment;Country;City;quantityOfOrderslast5days;quantityOfOrderslast15days;quantityOfOrderslast30days;ingestionDate;loadingTime;filename
TB-21055;Ted Butterfield;Ted;Butterfield;First Class;Consumer;United States;Troy;;;;2022-06-21;04:41:50;train.csv
TB-21055;Ted Butterfield;Ted;Butterfield;First Class;Consumer;United States;Troy;;;;2022-06-21;04:41:50;train.csv
KM-16720;Kunst Miller;Kunst;Miller;Standard Class;Consumer;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
KM-16720;Kunst Miller;Kunst;Miller;Standard Class;Consumer;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
KM-16720;Kunst Miller;Kunst;Miller;Standard Class;Consumer;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
KM-16720;Kunst Miller;Kunst;Miller;Standard Class;Consumer;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
PS-18970;Paul Stevenson;Paul;Stevenson;Standard Class;Home Office;United States;Chicago;;;;2022-06-21;04:41:50;train.csv
BS-11590;Brendan Sweed;Brendan;Sweed;Standard Class;Corporate;United States;Gilbert;;;;2022-06-21;04:41:50;train.csv
BS-11590;Brendan Sweed;Brendan;Sweed;Standard Class;Corporate;United States;Gilbert;;;;2022-06-21;04:41:50;train.csv
KD-16270;Karen Daniels;Karen;Daniels;First Class;Consumer;United States;Springfield;;;;2022-06-21;04:41:50;train.csv
HM-14980;Henry MacAllister;Henry;MacAllister;Standard Class;Consumer;United States;New York City;;;;2022-06-21;04:41:50;train.csv
TB-21520;Tracy Blumstein;Tracy;Blumstein;Second Class;Consumer;United States;Jackson;;;;2022-06-21;04:41:50;train.csv
JE-15745;Joel Eaton;Joel;Eaton;Standard Class;Consumer;United States;Memphis;;;;2022-06-21;04:41:50;train.csv
JE-15745;Joel Eaton;Joel;Eaton;Standard Class;Consumer;United States;Memphis;;;;2022-06-21;04:41:50;train.csv
JE-15745;Joel Eaton;Joel;Eaton;Standard Class;Consumer;United States;Memphis;;;;2022-06-21;04:41:50;train.csv
KB-16600;Ken Brennan;Ken;Brennan;First Class;Corporate;United States;Houston;;;;2022-06-21;04:41:50;train.csv
KB-16600;Ken Brennan;Ken;Brennan;First Class;Corporate;United States;Houston;;;;2022-06-21;04:41:50;train.csv
KB-16600;Ken Brennan;Ken;Brennan;First Class;Corporate;United States;Houston;;;;2022-06-21;04:41:50;train.csv
JE-15745;Joel Eaton;Joel;Eaton;Second Class;Consumer;United States;Houston;;;;2022-06-21;04:41:50;train.csv
SC-20770;Stewart Carmichael;Stewart;Carmichael;First Class;Corporate;United States;Decatur;;;;2022-06-21;04:41:50;train.csv
SC-20770;Stewart Carmichael;Stewart;Carmichael;First Class;Corporate;United States;Decatur;;;;2022-06-21;04:41:50;train.csv
DN-13690;Duane Noonan;Duane;Noonan;Standard Class;Consumer;United States;San Francisco;;;;2022-06-21;04:41:50;train.csv
DN-13690;Duane Noonan;Duane;Noonan;Standard Class;Consumer;United States;San Francisco;;;;2022-06-21;04:41:50;train.csv
JC-16105;Julie Creighton;Julie;Creighton;Standard Class;Corporate;United States;Durham;;;;2022-06-21;04:41:50;train.csv
CS-12400;Christopher Schild;Christopher;Schild;First Class;Home Office;United States;Chicago;;;;2022-06-21;04:41:50;train.csv
PO-18865;Patrick O'Donnell;Patrick;O'Donnell;Second Class;Consumer;United States;Columbia;;;;2022-06-21;04:41:50;train.csv
PG-18895;Paul Gonzalez;Paul;Gonzalez;Standard Class;Consumer;United States;Rochester;;;;2022-06-21;04:41:50;train.csv
PG-18895;Paul Gonzalez;Paul;Gonzalez;Standard Class;Consumer;United States;Rochester;;;;2022-06-21;04:41:50;train.csv
GM-14455;Gary Mitchum;Gary;Mitchum;Second Class;Home Office;United States;Houston;;;;2022-06-21;04:41:50;train.csv
JS-15685;Jim Sink;Jim;Sink;Standard Class;Corporate;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
JS-15685;Jim Sink;Jim;Sink;Standard Class;Corporate;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
JS-15685;Jim Sink;Jim;Sink;Standard Class;Corporate;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
KB-16315;Karl Braun;Karl;Braun;Second Class;Consumer;United States;Minneapolis;;1.0;1.0;2022-06-21;04:41:50;train.csv
KB-16315;Karl Braun;Karl;Braun;Second Class;Consumer;United States;Minneapolis;;1.0;1.0;2022-06-21;04:41:50;train.csv
KB-16315;Karl Braun;Karl;Braun;Second Class;Consumer;United States;Minneapolis;;1.0;1.0;2022-06-21;04:41:50;train.csv
RB-19705;Roger Barcio;Roger;Barcio;Standard Class;Home Office;United States;Portland;;;;2022-06-21;04:41:50;train.csv
PN-18775;Parhena Norris;Parhena;Norris;Second Class;Home Office;United States;New York City;;;;2022-06-21;04:41:50;train.csv
KD-16345;Katherine Ducich;Katherine;Ducich;First Class;Consumer;United States;San Francisco;;;;2022-06-21;04:41:50;train.csv
ER-13855;Elpida Rittenbach;Elpida;Rittenbach;Standard Class;Corporate;United States;Saint Paul;;;;2022-06-21;04:41:50;train.csv
RB-19465;Rick Bensley;Rick;Bensley;Standard Class;Home Office;United States;Chicago;;;;2022-06-21;04:41:50;train.csv
RB-19465;Rick Bensley;Rick;Bensley;Standard Class;Home Office;United States;Chicago;;;;2022-06-21;04:41:50;train.csv
RB-19465;Rick Bensley;Rick;Bensley;Standard Class;Home Office;United States;Chicago;;;;2022-06-21;04:41:50;train.csv
GZ-14470;Gary Zandusky;Gary;Zandusky;Second Class;Consumer;United States;Rochester;;;;2022-06-21;04:41:50;train.csv
LC-16870;Lena Cacioppo;Lena;Cacioppo;Standard Class;Consumer;United States;Aurora;;;;2022-06-21;04:41:50;train.csv
LC-16870;Lena Cacioppo;Lena;Cacioppo;Standard Class;Consumer;United States;Aurora;;;;2022-06-21;04:41:50;train.csv
LC-16870;Lena Cacioppo;Lena;Cacioppo;Standard Class;Consumer;United States;Aurora;;;;2022-06-21;04:41:50;train.csv
JM-15250;Janet Martin;Janet;Martin;Standard Class;Consumer;United States;Charlotte;;;1.0;2022-06-21;04:41:50;train.csv
JM-15250;Janet Martin;Janet;Martin;Standard Class;Consumer;United States;Charlotte;;;1.0;2022-06-21;04:41:50;train.csv
JM-15250;Janet Martin;Janet;Martin;Standard Class;Consumer;United States;Charlotte;;;1.0;2022-06-21;04:41:50;train.csv
PA-19060;Pete Armstrong;Pete;Armstrong;Standard Class;Home Office;United States;Orland Park;;;;2022-06-21;04:41:50;train.csv
CV-12805;Cynthia Voltz;Cynthia;Voltz;Standard Class;Corporate;United States;New York City;;;;2022-06-21;04:41:50;train.csv
CL-12565;Clay Ludtke;Clay;Ludtke;Standard Class;Consumer;United States;Urbandale;;;;2022-06-21;04:41:50;train.csv
CL-12565;Clay Ludtke;Clay;Ludtke;Standard Class;Consumer;United States;Urbandale;;;;2022-06-21;04:41:50;train.csv
RC-19960;Ryan Crowe;Ryan;Crowe;Second Class;Consumer;United States;Columbus;;;;2022-06-21;04:41:50;train.csv
RC-19960;Ryan Crowe;Ryan;Crowe;Second Class;Consumer;United States;Columbus;;;;2022-06-21;04:41:50;train.csv
RC-19960;Ryan Crowe;Ryan;Crowe;Second Class;Consumer;United States;Columbus;;;;2022-06-21;04:41:50;train.csv
RC-19960;Ryan Crowe;Ryan;Crowe;Second Class;Consumer;United States;Columbus;;;;2022-06-21;04:41:50;train.csv
DK-13090;Dave Kipp;Dave;Kipp;Standard Class;Consumer;United States;Seattle;;;;2022-06-21;04:41:50;train.csv
GG-14650;Greg Guthrie;Greg;Guthrie;Standard Class;Corporate;United States;Bristol;;;;2022-06-21;04:41:50;train.csv
SC-20725;Steven Cartwright;Steven;Cartwright;First Class;Consumer;United States;Wilmington;;;;2022-06-21;04:41:50;train.csv
SC-20725;Steven Cartwright;Steven;Cartwright;First Class;Consumer;United States;Wilmington;;;;2022-06-21;04:41:50;train.csv
SC-20725;Steven Cartwright;Steven;Cartwright;First Class;Consumer;United States;Wilmington;;;;2022-06-21;04:41:50;train.csv
SC-20725;Steven Cartwright;Steven;Cartwright;First Class;Consumer;United States;Wilmington;;;;2022-06-21;04:41:50;train.csv
SC-20725;Steven Cartwright;Steven;Cartwright;First Class;Consumer;United States;Wilmington;;;;2022-06-21;04:41:50;train.csv
AD-10180;Alan Dominguez;Alan;Dominguez;Second Class;Home Office;United States;Houston;;;;2022-06-21;04:41:50;train.csv
PF-19165;Philip Fox;Philip;Fox;Standard Class;Consumer;United States;Bloomington;;;;2022-06-21;04:41:50;train.csv
TS-21610;Troy Staebel;Troy;Staebel;Standard Class;Consumer;United States;Phoenix;;;;2022-06-21;04:41:50;train.csv
TS-21610;Troy Staebel;Troy;Staebel;Standard Class;Consumer;United States;Phoenix;;;;2022-06-21;04:41:50;train.csv
LS-16975;Lindsay Shagiari;Lindsay;Shagiari;Second Class;Home Office;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
LS-16975;Lindsay Shagiari;Lindsay;Shagiari;Second Class;Home Office;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
DW-13585;Dorothy Wardle;Dorothy;Wardle;First Class;Corporate;United States;Columbus;;;;2022-06-21;04:41:50;train.csv
DW-13585;Dorothy Wardle;Dorothy;Wardle;First Class;Corporate;United States;Columbus;;;;2022-06-21;04:41:50;train.csv
DW-13585;Dorothy Wardle;Dorothy;Wardle;First Class;Corporate;United States;Columbus;;;;2022-06-21;04:41:50;train.csv
LC-16885;Lena Creighton;Lena;Creighton;Standard Class;Consumer;United States;Roseville;;;;2022-06-21;04:41:50;train.csv
LC-16885;Lena Creighton;Lena;Creighton;Standard Class;Consumer;United States;Roseville;;;;2022-06-21;04:41:50;train.csv
LC-16885;Lena Creighton;Lena;Creighton;Standard Class;Consumer;United States;Roseville;;;;2022-06-21;04:41:50;train.csv
LC-16885;Lena Creighton;Lena;Creighton;Standard Class;Consumer;United States;Roseville;;;;2022-06-21;04:41:50;train.csv
LC-16885;Lena Creighton;Lena;Creighton;Standard Class;Consumer;United States;Roseville;;;;2022-06-21;04:41:50;train.csv
LC-16885;Lena Creighton;Lena;Creighton;Standard Class;Consumer;United States;Roseville;;;;2022-06-21;04:41:50;train.csv
LC-16885;Lena Creighton;Lena;Creighton;Standard Class;Consumer;United States;Roseville;;;;2022-06-21;04:41:50;train.csv
JD-15895;Jonathan Doherty;Jonathan;Doherty;Second Class;Corporate;United States;Philadelphia;;;;2022-06-21;04:41:50;train.csv
SH-19975;Sally Hughsby;Sally;Hughsby;Standard Class;Corporate;United States;San Francisco;;;;2022-06-21;04:41:50;train.csv
SH-19975;Sally Hughsby;Sally;Hughsby;Standard Class;Corporate;United States;San Francisco;;;;2022-06-21;04:41:50;train.csv
SH-19975;Sally Hughsby;Sally;Hughsby;Standard Class;Corporate;United States;San Francisco;;;;2022-06-21;04:41:50;train.csv
SG-20080;Sandra Glassco;Sandra;Glassco;Standard Class;Consumer;United States;Independence;;;;2022-06-21;04:41:50;train.csv
HA-14920;Helen Andreada;Helen;Andreada;Standard Class;Consumer;United States;Pasadena;;;;2022-06-21;04:41:50;train.csv
MG-17680;Maureen Gastineau;Maureen;Gastineau;Standard Class;Home Office;United States;Newark;;;;2022-06-21;04:41:50;train.csv
JE-16165;Justin Ellison;Justin;Ellison;Standard Class;Corporate;United States;Franklin;;;;2022-06-21;04:41:50;train.csv
JE-16165;Justin Ellison;Justin;Ellison;Standard Class;Corporate;United States;Franklin;;;;2022-06-21;04:41:50;train.csv
JE-16165;Justin Ellison;Justin;Ellison;Standard Class;Corporate;United States;Franklin;;;;2022-06-21;04:41:50;train.csv
JE-16165;Justin Ellison;Justin;Ellison;Standard Class;Corporate;United States;Franklin;;;;2022-06-21;04:41:50;train.csv
TW-21025;Tamara Willingham;Tamara;Willingham;First Class;Home Office;United States;Scottsdale;;;;2022-06-21;04:41:50;train.csv
TW-21025;Tamara Willingham;Tamara;Willingham;First Class;Home Office;United States;Scottsdale;;;;2022-06-21;04:41:50;train.csv
SP-20650;Stephanie Phelps;Stephanie;Phelps;First Class;Corporate;United States;San Jose;;;;2022-06-21;04:41:50;train.csv
SP-20650;Stephanie Phelps;Stephanie;Phelps;First Class;Corporate;United States;San Jose;;;;2022-06-21;04:41:50;train.csv
SP-20650;Stephanie Phelps;Stephanie;Phelps;First Class;Corporate;United States;San Jose;;;;2022-06-21;04:41:50;train.csv
NK-18490;Neil Knudson;Neil;Knudson;Standard Class;Home Office;United States;Seattle;;;;2022-06-21;04:41:50;train.csv
DB-13060;Dave Brooks;Dave;Brooks;Second Class;Consumer;United States;Seattle;;;;2022-06-21;04:41:50;train.csv
NP-18670;Nora Paige;Nora;Paige;Standard Class;Consumer;United States;Edmond;;;;2022-06-21;04:41:50;train.csv
NP-18670;Nora Paige;Nora;Paige;Standard Class;Consumer;United States;Edmond;;;;2022-06-21;04:41:50;train.csv
TT-21070;Ted Trevino;Ted;Trevino;First Class;Consumer;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
EM-13960;Eric Murdock;Eric;Murdock;Second Class;Consumer;United States;Philadelphia;;;;2022-06-21;04:41:50;train.csv
RD-19900;Ruben Dartt;Ruben;Dartt;Standard Class;Consumer;United States;Carlsbad;;;;2022-06-21;04:41:50;train.csv
MJ-17740;Max Jones;Max;Jones;Standard Class;Consumer;United States;Seattle;;;1.0;2022-06-21;04:41:50;train.csv
BM-11140;Becky Martin;Becky;Martin;Standard Class;Consumer;United States;San Antonio;;;;2022-06-21;04:41:50;train.csv
BM-11140;Becky Martin;Becky;Martin;Standard Class;Consumer;United States;San Antonio;;;;2022-06-21;04:41:50;train.csv
BM-11140;Becky Martin;Becky;Martin;Standard Class;Consumer;United States;San Antonio;;;;2022-06-21;04:41:50;train.csv
BM-11140;Becky Martin;Becky;Martin;Standard Class;Consumer;United States;San Antonio;;;;2022-06-21;04:41:50;train.csv
BM-11140;Becky Martin;Becky;Martin;Standard Class;Consumer;United States;San Antonio;;;;2022-06-21;04:41:50;train.csv
BM-11140;Becky Martin;Becky;Martin;Standard Class;Consumer;United States;San Antonio;;;;2022-06-21;04:41:50;train.csv
BM-11140;Becky Martin;Becky;Martin;Standard Class;Consumer;United States;San Antonio;;;;2022-06-21;04:41:50;train.csv
CS-12130;Chad Sievert;Chad;Sievert;Standard Class;Consumer;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
CS-12130;Chad Sievert;Chad;Sievert;Standard Class;Consumer;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
CS-12130;Chad Sievert;Chad;Sievert;Standard Class;Consumer;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
JB-15400;Jennifer Braxton;Jennifer;Braxton;Standard Class;Corporate;United States;Chicago;;;1.0;2022-06-21;04:41:50;train.csv
JB-15400;Jennifer Braxton;Jennifer;Braxton;Standard Class;Corporate;United States;Chicago;;;1.0;2022-06-21;04:41:50;train.csv
SJ-20500;Shirley Jackson;Shirley;Jackson;Second Class;Consumer;United States;Houston;;;;2022-06-21;04:41:50;train.csv
JE-15745;Joel Eaton;Joel;Eaton;Second Class;Consumer;United States;Newark;;;;2022-06-21;04:41:50;train.csv
JE-15745;Joel Eaton;Joel;Eaton;Second Class;Consumer;United States;Newark;;;;2022-06-21;04:41:50;train.csv
JK-15640;Jim Kriz;Jim;Kriz;Standard Class;Home Office;United States;New York City;;;;2022-06-21;04:41:50;train.csv
DK-13150;David Kendrick;David;Kendrick;Second Class;Corporate;United States;Decatur;;;;2022-06-21;04:41:50;train.csv
DK-13150;David Kendrick;David;Kendrick;Second Class;Corporate;United States;Decatur;;;;2022-06-21;04:41:50;train.csv
RM-19675;Robert Marley;Robert;Marley;Second Class;Home Office;United States;Monroe;;;;2022-06-21;04:41:50;train.csv
RM-19675;Robert Marley;Robert;Marley;Second Class;Home Office;United States;Monroe;;;;2022-06-21;04:41:50;train.csv
RM-19675;Robert Marley;Robert;Marley;Second Class;Home Office;United States;Monroe;;;;2022-06-21;04:41:50;train.csv
SK-19990;Sally Knutson;Sally;Knutson;Standard Class;Consumer;United States;Fairfield;;;;2022-06-21;04:41:50;train.csv
FM-14290;Frank Merwin;Frank;Merwin;Standard Class;Home Office;United States;Los Angeles;;;;2022-06-21;04:41:50;train.csv
AM-10360;Alice McCarthy;Alice;McCarthy;Standard Class;Corporate;United States;Grand Prairie;;;;2022-06-21;04:41:50;train.csv
AM-10360;Alice McCarthy;Alice;McCarthy;Standard Class;Corporate;United States;Grand Prairie;;;;2022-06-21;04:41:50;train.csv
MP-17470;Mark Packer;Mark;Packer;First Class;Home Office;United States;New York City;;;;2022-06-21;04:41:50;train.csv
MP-17470;Mark Packer;Mark;Packer;First Class;Home Office;United States;New York City;;;;2022-06-21;04:41:50;train.csv
MP-17470;Mark Packer;Mark;Packer;First Class;Home Office;United States;New York City;;;;2022-06-21;04:41:50;train.csv
MP-17470;Mark Packer;Mark;Packer;First Class;Home Office;United States;New York City;;;;2022-06-21;04:41:50;train.csv
MP-17470;Mark Packer;Mark;Packer;First Class;Home Office;United States;New York City;;;;2022-06-21;04:41:50;train.csv
MZ-17515;Mary Zewe;Mary;Zewe;Standard Class;Corporate;United States;Redlands;;;;2022-06-21;04:41:50;train.csv
CB-12025;Cassandra Brandow;Cassandra;Brandow;Standard Class;Consumer;United States;Hamilton;;;;2022-06-21;04:41:50;train.csv
CB-12025;Cassandra Brandow;Cassandra;Brandow;Standard Class;Consumer;United States;Hamilton;;;;2022-06-21;04:41:50;train.csv
VM-21685;Valerie Mitchum;Valerie;Mitchum;Standard Class;Home Office;United States;Westfield;;;;2022-06-21;04:41:50;train.csv
FH-14365;Fred Hopkins;Fred;Hopkins;Standard Class;Corporate;United States;Philadelphia;;;;2022-06-21;04:41:50;train.csv
FH-14365;Fred Hopkins;Fred;Hopkins;Standard Class;Corporate;United States;Philadelphia;;;;2022-06-21;04:41:50;train.csv
MB-17305;Maria Bertelson;Maria;Bertelson;Standard Class;Consumer;United States;Akron;;;;2022-06-21;04:41:50;train.csv
BS-11755;Bruce Stewart;Bruce;Stewart;First Class;Consumer;United States;Denver;;;;2022-06-21;04:41:50;train.csv
BS-11755;Bruce Stewart;Bruce;Stewart;First Class;Consumer;United States;Denver;;;;2022-06-21;04:41:50;train.csv
LC-17140;Logan Currie;Logan;Currie;Second Class;Consumer;United States;Dallas;1.0;1.0;1.0;2022-06-21;04:41:50;train.csv
HK-14890;Heather Kirkland;Heather;Kirkland;Standard Class;Corporate;United States;Franklin;;;;2022-06-21;04:41:50;train.csv
LE-16810;Laurel Elliston;Laurel;Elliston;Standard Class;Consumer;United States;Whittier;;;;2022-06-21;04:41:50;train.csv
JH-15985;Joseph Holt;Joseph;Holt;Standard Class;Consumer;United States;Saginaw;;;;2022-06-21;04:41:50;train.csv
JH-15985;Joseph Holt;Joseph;Holt;Standard Class;Consumer;United States;Saginaw;;;;2022-06-21;04:41:50;train.csv
JH-15985;Joseph Holt;Joseph;Holt;Standard Class;Consumer;United States;Saginaw;;;;2022-06-21;04:41:50;train.csv
JH-15985;Joseph Holt;Joseph;Holt;Standard Class;Consumer;United States;Saginaw;;;;2022-06-21;04:41:50;train.csv
JH-15985;Joseph Holt;Joseph;Holt;Standard Class;Consumer;United States;Saginaw;;;;2022-06-21;04:41:50;train.csv
MS-17980;Michael Stewart;Michael;Stewart;Second Class;Corporate;United States;Dallas;;;;2022-06-21;04:41:50;train.csv
VW-21775;Victoria Wilson;Victoria;Wilson;Standard Class;Corporate;United States;Medina;;;;2022-06-21;04:41:50;train.csv
VW-21775;Victoria Wilson;Victoria;Wilson;Standard Class;Corporate;United States;Medina;;;;2022-06-21;04:41:50;train.csv
